path,source_phases,source_reports,layer,classification,history_refs,history_domains,first_touched,last_touched,change_count_max,first_event_subject,last_event_subject,history_confidence,owner_candidate,consumer_candidate,dependency_candidate,history_decisions,phase16_override,final_decision,trace_rows,notes
/home/mak/flujo/cultura/mak_plataforma/backlog_codex.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd,MAK,2026-07-20T12:00:11-04:00,2026-08-12T08:28:19-04:00,4,feat(mak): backlog_codex.py -- el backlog del coder se autorellena (#101),feat: add durable MAK conductor shadow circuit,high/medium,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Exact source journey; first-working backlog/queue path signal; no backlog mutation performed | Key journey found; Git is orientation only and does not prove a current physical decision.
/home/mak/flujo/cultura/mak_plataforma/capataz.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd,MAK,2026-07-20T19:58:48-04:00,2026-08-12T08:28:19-04:00,11,feat(mak): capataz/agente_real/chat_agente al espejo del repo -- gobernados por merge (#118),feat: add durable MAK conductor shadow circuit;feat: promote decision spine and portfolio learning,high/low-medium,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Exact source journey; guard/watchdog role inferred; no worker/guard started | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven.
/home/mak/flujo/cultura/mak_plataforma/discernment.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd,MAK,2026-08-05T09:05:12-04:00,2026-08-12T08:28:19-04:00,12,feat(mak): add local discernment ingest gate;feat(mak): promote autonomous batch ledger circuit,feat: add durable MAK conductor shadow circuit;feat(mak): promote decision lanes and resilient continuation,high/low-medium,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,"Exact source journey; likely first-working ingest gate, not confirmed decision; no extraction run | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven."
/home/mak/flujo/cultura/mak_plataforma/junta.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;none,MAK;unresolved,2026-07-20T12:42:52-04:00,unknown,5,feat(mak): junta.py -- reflexion diaria con postura (carga CAPATAZ) (#106);no exact retained history event,feat: add durable MAK conductor shadow circuit;no exact retained history event,high/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Exact source journey; scheduled/timer alias does not prove a service or cron decision | No exact retained journey/event in the summary; no supersession or first-working claim is provable.
/home/mak/flujo/cultura/mak_plataforma/latido.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;none,MAK;unresolved,2026-07-30T16:50:09-04:00,unknown,3,"feat(mak): source gate, watsonx verified on both machines, and code that lived on one disk (#405);no exact retained history event",feat: add durable MAK conductor shadow circuit;no exact retained history event,high/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Exact source journey; first-working source/health gate signal; no heartbeat process started | No exact retained journey/event in the summary; no supersession or first-working claim is provable.
/home/mak/flujo/cultura/mak_plataforma/ledger.py,PHASE10;PHASE12;PHASE13 duplicate;PHASE13 duplicate;PHASE15,PHASE17_LUNA18_LEDGER_VISUAL_HISTORY_TRACE.csv;PHASE17_LUNA18_LEDGER_VISUAL_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source;platform,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/*,MAK,2026-08-05T08:49:16-04:00,2026-08-09T04:02:39-04:00,15,feat(mak): route research formats and ledger batches,fix: preserve opportunity next actions in ledger,medium/low-medium,mak_plataforma,mak_conductor+mak_curatoria+flujo.autonomia;mak_conductor+mak_curatoria;mak_conductor and mak_curatoria,Python stdlib+local state paths;stdlib plus local state paths,EVIDENCE_ONLY/KEEP_CANDIDATE,PHASE16_NO_CHANGE,NO_CHANGE,3,"First-working iterative ledger circuit; PHASE13 is a duplicate semantic row, not a second physical tool. PHASE16 no_change: fixture/output-root/rollback still unproven. | Duplicate PHASE13 ledger row preserved for traceability; matching path/history does not establish a duplicate implementation. | Residual duplicate matrix row; trace retained separately from Phase 16 assigned occurrence. Git does not prove duplicate physical tools."
/home/mak/flujo/cultura/mak_plataforma/material.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd,MAK,2026-07-26T21:25:48-04:00,2026-08-12T08:28:19-04:00,7,"MAK trabaja sobre tu material, no sobre su propia salida (#316)","feat: add durable MAK conductor shadow circuit;feat: el circuito micelio da su primera vuelta, y RD sobre 300 archivos corrige la sonda de 10 (#432)",high/low-medium,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Exact source journey; directory/delivery purpose inferred with physical hash pair evidence | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven.
/home/mak/flujo/cultura/mak_plataforma/mineria_rd.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;none,MAK;unresolved,2026-07-22T16:13:14-04:00,unknown,4,"feat(mak): mineria_rd -- OCR+vision sobre carpeta RD, candidatos via PR (F3d) (#159);no exact retained history event",feat: add durable MAK conductor shadow circuit;no exact retained history event,high/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Exact source journey; first-working OCR/vision path signal; dependency fit needs bounded contract review | No exact retained journey/event in the summary; no supersession or first-working claim is provable.
/home/mak/flujo/cultura/mak_plataforma/providers.py,PHASE10/15;PHASE15,PHASE17_LUNA17_PROVIDERS_TANDAS_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,main;mak;iskvw;rd;mak-svg;codex/three-plane-consolidation;HEAD;origin/HEAD;origin/codex/three-plane-consolidation;origin/dependabot/*,MAK,2026-08-05T11:22:17-04:00,2026-08-09T22:14:05-04:00,5,feat(mak): promote autonomous batch ledger circuit,feat: close MAK portfolio and README circuit,medium/low-medium,mak_plataforma,mak_conductor;flujo.autonomia;mak_conductor+flujo.autonomia,stdlib;urllib;optional provider credentials;Ollama/local GPU or external HTTP providers,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,"Physical source exists and imports/AST pass. History shows provider routing, deployed credential loading, Ollama schema work and provider-drift repair; likely a real evolving provider adapter, but subjects are inferred signals. Historical path is not proof of viable credentials/network or a current external provider. Keep as contract surface; do not call providers or promote runtime behavior in this trace. | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven."
/home/mak/flujo/cultura/mak_plataforma/revisor.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd,MAK,2026-07-20T12:14:25-04:00,2026-08-12T08:28:19-04:00,6,feat(mak): revisor + expulsion (gobierno del organismo) (#105);fix(handoff): el muro 2 afirmaba un borrado que nunca ocurrio (#436),feat: add durable MAK conductor shadow circuit;feat(autonomy): route external batches through MAK,high/low-medium,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Exact source journey; governance purpose inferred from subject and triage aliases | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven.
/home/mak/flujo/cultura/mak_plataforma/tandas.py,PHASE10/15;PHASE15,PHASE17_LUNA17_PROVIDERS_TANDAS_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,main;mak;iskvw;rd;mak-svg;codex/three-plane-consolidation;HEAD;origin/HEAD;origin/codex/three-plane-consolidation;origin/dependabot/*,MAK,2026-08-05T08:49:16-04:00,2026-08-09T04:00:25-04:00,10,feat(mak): route research formats and ledger batches,fix: preserve safe opportunity review actions,medium/low-medium,mak_plataforma,mak_conductor;flujo.autonomia;mak_conductor+flujo.autonomia,stdlib;providers.py;ledger.py;local JSONL ledgers/state paths;optional Ollama/provider boundary,DEFER/KEEP_CANDIDATE,,DEFER,2,"Phase10 classifies the source as LIVE/ADOPTABLE, while Phase13 classifies batch execution as EVIDENCE_ONLY: imports/help passed but no batch ran. History suggests an iterative first-working batch circuit with repeated repairs for schemas, budgets, nested manifests and safe review; this is not proof of production viability. Defer execution until isolated fixture, write boundary and owner contract exist. | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven."
/home/mak/flujo/cultura/mak_plataforma/trabajo.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd,MAK,2026-07-17T17:22:15-04:00,2026-08-12T08:48:01-04:00,33,"feat(cultura): cierre organismo MAK -- WIN LLM provider, hub DOM+SVG, emisor de eventos (#48);mak: DELETE all token/auth from codex + research (LAN privada Face A)",feat: integrate recovered MAK and RD work;feat(mak): promote decision lanes and resilient continuation,high/low-medium,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,"Exact source journey; first-working/recovered signal, not confirmed decision; physical pair hash-equal per PHASE15 | Git is orientation only; Phase 15 no_change remains authoritative. Subjects suggest implementation/promotion, not a user decision; no supersession proven."
/home/mak/flujo/cultura/mak_plataforma/visual_index.py,PHASE10,PHASE17_LUNA18_LEDGER_VISUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/*,MAK,2026-08-10T21:48:44-04:00,2026-08-12T08:28:19-04:00,2,integrate MAK portfolio visual circuit,feat: add durable MAK conductor shadow circuit,medium-low,mak_plataforma,mak_conductor+mak_curatoria,Python stdlib+PIL+numpy+torch+mobileclip+faiss+local media/model paths,DEFER,PHASE16_NO_CHANGE,NO_CHANGE,1,"First-working visual circuit plus durability patch; PIL/numpy found, torch/mobileclip/faiss/percepcion unresolved; no build executed."
/home/mak/flujo/pyproject.toml,PHASE13;PHASE15,PHASE17_LUNA19_FLUJO_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,contract,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/* counterparts,SHARED/UNKNOWN;SHARED_OR_UNKNOWN,2026-06-28T04:39:11-04:00,2026-08-13T11:35:03-04:00,28,Session 313b0d72-3dec-4cbe-9a76-1c0e8c470aec - checkpoint turn 0,feat: establish local three-plane knowledge transport,high/medium,flujo maintainer,packaging and venv launcher,setuptools;Typer;pydantic;yaml;rich;jsonschema;requests;boto3;setuptools Typer pydantic yaml rich jsonschema requests boto3,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Current Debian venv contract operationally supersedes ad-hoc/system-Python and parallel deployment alternatives; metadata alone does not prove installed dependencies. | Key journey found; dependency declaration is not proof that every dependency is installed.
/home/mak/flujo/scripts/piezas_generar.py,PHASE15,PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,script,LIVE/ADOPTABLE,none,unresolved,unknown,unknown,,no exact retained history event,no exact retained history event,low,RD production maintainer,Make render and CI workflow,flujo render run plus render dependencies,DEFER,,DEFER,1,"Targeted summary lookup found no exact journey. Keep as candidate, defer execution/output generation until bounded fixture and write boundary are explicit."
/home/mak/flujo/src/flujo/__main__.py,PHASE13;PHASE15,PHASE17_LUNA19_FLUJO_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/* counterparts;none,SHARED/UNKNOWN;unresolved,2026-06-28T04:39:11-04:00,unknown,2,Session 313b0d72-3dec-4cbe-9a76-1c0e8c470aec - checkpoint turn 0;no exact retained history event,baseline: flujo operational agent workspace;no exact retained history event,high/low,flujo maintainer,python -m flujo,src/flujo package,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Thin first-working module shim; venv module help passed and system Python failure is contrast only. | No exact retained journey/event in the summary; current module entrypoint is established physically by Phase 13.
/home/mak/flujo/src/flujo/autonomia.py,PHASE13;PHASE15,PHASE17_LUNA19_FLUJO_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,consumer,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/* counterparts,SHARED/UNKNOWN with MAK signals;SHARED_OR_UNKNOWN,2026-08-06T16:30:36-04:00,2026-08-13T13:30:34-04:00,10,feat(autonomy): route external batches through MAK,feat: reconcile local structure and mak research;fix(mak): include opportunities in autonomy rounds,high/low-medium,flujo maintainer,flujo CLI autonomy commands,cultura.mak_plataforma ledger/providers/tandas,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Recent first-working/improvised integration with later repairs; defer execution until isolated fixture proves no live-state mutation. | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven.
/home/mak/flujo/src/flujo/cli.py,PHASE13;PHASE15,PHASE17_LUNA19_FLUJO_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,source,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/* counterparts,SHARED/UNKNOWN;SHARED_OR_UNKNOWN,2026-06-28T04:39:11-04:00,2026-08-12T08:48:01-04:00,28,Session 313b0d72-3dec-4cbe-9a76-1c0e8c470aec - checkpoint turn 0;checkpoint: feat resolume sidecars y svg studio editable v0.48.3,feat: integrate recovered MAK and RD work;retire obsolete Gemini paths and slow fixture tests,high/low-medium,flujo maintainer,venv flujo launcher;users;venv flujo launcher + users,Typer plus project dependencies,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Iteratively maintained CLI; no historical replacement proved. Venv --help passed; subjects are inferred signals only. | Git is orientation only; Phase 15 no_change remains authoritative. No supersession proven for the physical CLI.
/home/mak/flujo/tests/test_cli_smoke.py,PHASE13;PHASE15,PHASE17_LUNA19_FLUJO_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,test,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/* counterparts;none,SHARED/UNKNOWN;unresolved,2026-06-28T04:39:11-04:00,unknown,3,Session 313b0d72-3dec-4cbe-9a76-1c0e8c470aec - checkpoint turn 0;no exact retained history event,tests: fix order-dependent failure from unrestored sys.modules['flujo'];no exact retained history event,high/low,flujo maintainer,pytest test suite,pytest plus flujo package,DEFER/KEEP_CANDIDATE,,DEFER,2,"Retained smoke contract; runtime suite deferred because pytest unavailable (127/ModuleNotFoundError). | Targeted summary lookup found no exact journey. Keep as candidate, defer until pytest/dependency contract is available."
/home/mak/plataforma/backlog_codex.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-07-20T12:00:11-04:00,unknown,4,feat(mak): backlog_codex.py -- el backlog del coder se autorellena (#101);no exact retained history event,feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
/home/mak/plataforma/capataz.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-07-20T19:58:48-04:00,unknown,11,feat(mak): capataz/agente_real/chat_agente al espejo del repo -- gobernados por merge (#118);no exact retained history event,feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
/home/mak/plataforma/discernment.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-08-05T09:05:12-04:00,unknown,12,feat(mak): add local discernment ingest gate;no exact retained history event,feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
/home/mak/plataforma/junta.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-07-20T12:42:52-04:00,unknown,5,feat(mak): junta.py -- reflexion diaria con postura (carga CAPATAZ) (#106);no exact retained history event,feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
/home/mak/plataforma/latido.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-07-30T16:50:09-04:00,unknown,3,"feat(mak): source gate, watsonx verified on both machines, and code that lived on one disk (#405);no exact retained history event",feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
/home/mak/plataforma/ledger.py,PHASE10;PHASE12,PHASE17_LUNA18_LEDGER_VISUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,codex/three-plane-consolidation;iskvw;main;mak;mak-svg;rd;origin/*,MAK,2026-08-05T08:49:16-04:00,2026-08-09T04:02:39-04:00,15,feat(mak): route research formats and ledger batches,fix: preserve opportunity next actions in ledger,medium-low,mak_plataforma,mak_conductor+mak_curatoria,Python stdlib+local state paths,KEEP_CANDIDATE,PHASE16_NO_CHANGE,NO_CHANGE,1,Runtime equals source by PHASE16 hash/AST/import evidence; physical currentness and safe write contract remain unproven.
/home/mak/plataforma/material.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-07-26T21:25:48-04:00,unknown,7,"MAK trabaja sobre tu material, no sobre su propia salida (#316);no exact retained history event",feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
/home/mak/plataforma/mineria_rd.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-07-22T16:13:14-04:00,unknown,4,"feat(mak): mineria_rd -- OCR+vision sobre carpeta RD, candidatos via PR (F3d) (#159);no exact retained history event",feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
/home/mak/plataforma/providers.py,PHASE10/15;PHASE15,PHASE17_LUNA17_PROVIDERS_TANDAS_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,main;mak;iskvw;rd;mak-svg;codex/three-plane-consolidation;HEAD;origin/HEAD;origin/codex/three-plane-consolidation;origin/dependabot/*;none,MAK;unresolved,2026-08-05T11:22:17-04:00,unknown,5,feat(mak): promote autonomous batch ledger circuit;no exact retained history event,feat: close MAK portfolio and README circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor;flujo.autonomia;mak_conductor+flujo.autonomia,stdlib;urllib;optional credentials;provider/network and local GPU boundary,DEFER/KEEP_CANDIDATE,,DEFER,2,"Runtime hash matches source per Phase10, but history only tracks the cultura source path, not proof of this physical deployment. Current consumers are registry/autonomia imports; no external call was made. Defer runtime promotion until Debian owner, provider configuration and isolated no-network/fixture verification are named. | Runtime consumer is physical MAK; no exact Git journey for this path."
/home/mak/plataforma/revisor.py,LUNA-10;PHASE15,PHASE17_LUNA16_PLATFORM_HISTORY_TRACE.csv;PHASE17_LUNA20_RESIDUAL_HISTORY_TRACE.csv,runtime,LIVE/ADOPTABLE,corresponding source journey;exact runtime path absent;none,MAK;unresolved,2026-07-20T12:14:25-04:00,unknown,6,feat(mak): revisor + expulsion (gobierno del organismo) (#105);no exact retained history event,feat: add durable MAK conductor shadow circuit;no exact retained history event,medium/low,mak_plataforma,mak_conductor,stdlib,KEEP_CANDIDATE,,KEEP_CANDIDATE,2,Runtime traced through exact source journey; no independent Git path proof | Runtime consumer is physical MAK; no exact Git journey for this path.
